pixel_x_250m,pixel_y_250m,depth_bin_10cm,observed_SOC_pct,predicted_SOC_pct,lower_90,upper_90,n_horizons
-43579,12198,9,0.5500000119209201,0.17600887,0.0,0.46006243407165526,1
-43578,12207,0,2.67250004410743,1.46817105,0.00013251321334839528,3.0560131866214753,4
-43578,12207,2,2.43500000238418,0.8103701649999999,0.0,1.7729510544634246,2
-43578,12207,4,1.70500004291534,0.437825245,0.0,1.0809491101275635,2
-43578,12207,6,0.79499998688697,0.318883415,0.0,0.8383243043585205,2
-43578,12207,9,0.86500000953674,0.21300171499999998,0.0,0.6243780273750686,2
-43577,12207,0,5.879999995231625,1.4490664,0.11832016653671262,2.7798126334632873,2
-43577,12207,2,2.5799999237060502,0.83044624,0.0,1.7052507963697816,1
-43577,12207,4,1.45000004768371,0.43842888,0.0,1.0379990351437378,1
-43577,12207,6,0.56999999284744,0.30622062,0.0,0.7721771589156341,1
-43577,12207,9,0.2199999988079,0.19715866,0.0,0.5338352575952149,1
-43576,12180,0,1.3749999999999951,1.013105365,0.1626500510790252,1.8635606789209747,2
-43576,12180,2,1.21000003814697,0.7728637,0.0,1.5890084644233704,1
-43576,12180,4,1.28999996185302,0.4582653,0.0,1.0586146666648864,1
-43576,12180,6,1.0499999523162802,0.33360612,0.0,0.8331782778598023,1
-43576,12180,9,1.00999999046325,0.20877242,0.0,0.5469936123599243,1
-43576,12181,0,1.300000011920925,0.95740805,0.14707086414031983,1.7677452358596804,2
-43576,12181,2,1.2400000095367398,0.76239103,0.0,1.562996029065399,1
-43576,12181,4,1.15999996662139,0.44481158,0.0,1.043382046041565,1
-43576,12181,6,1.0499999523162802,0.32130253,0.0,0.7888812093231964,1
-43576,12181,9,0.70999997854232,0.1976205,0.0,0.5358416923599243,1
-43576,12183,0,1.8500000238418548,1.16037465,0.2572894182189942,2.063459881781006,2
-43576,12183,2,1.8400000333785995,0.84063965,0.021149634493255576,1.6601296655067443,1
-43576,12183,4,1.6699999570846498,0.50559765,0.0,1.1416071643318175,1
-43576,12183,6,1.55999994277954,0.37688178,0.0,0.8575323539688873,1
-43576,12183,9,1.45000004768371,0.24841154,0.0,0.6474764980955505,1
-43576,12185,0,1.784999966621395,0.9313771399999999,0.14467686147941589,1.718077418520584,2
-43576,12185,2,1.41999995708465,0.7440825,0.0,1.5012953176689148,1
-43576,12185,4,1.21000003814697,0.4383691,0.0,1.0091583179489136,1
-43576,12185,6,2.13000011444091,0.36619115,0.0,0.8412193072341919,1
-43576,12185,9,1.21000003814697,0.25321108,0.0,0.6490538408013153,1
-43575,12177,0,1.1500000357627802,1.27586995,0.16432033414001457,2.3874195658599855,2
-43575,12177,2,0.89999997615814,1.1426595,0.0,2.292008474227905,1
-43575,12177,4,0.97000002861022,0.64151937,0.0,1.432927253167267,1
-43575,12177,6,0.75,0.43731928,0.0,1.1034715188458253,1
-43575,12177,9,0.6200000047683699,0.28955397,0.0,0.7780517934767914,1
-43574,12174,0,0.78000000119209,1.0527600499999998,0.0,2.267504796685028,2
-43574,12174,2,0.76999998092651,0.98910344,0.0,2.205047968579712,1
-43574,12174,4,0.37000000476837,0.6686615,0.0,1.7173804292907715,1
-43574,12174,6,0.28999999165534,0.45889473,0.0,1.3034123782200622,1
-43574,12174,9,0.10999999940395,0.2910556,0.0,0.9919267695671081,1
-43573,12181,0,0.965000003576275,0.924257415,0.14673306292633054,1.7017817670736695,2
-43573,12181,2,1.25,0.7084148,0.0,1.4636474917648314,1
-43573,12181,4,0.98000001907348,0.4065266,0.0,0.9500854955879212,1
-43573,12181,6,0.93000000715255,0.29060876,0.0,0.7308585010774231,1
-43573,12181,9,0.81999999284744,0.17327957,0.0,0.48231132473213195,1
-43572,12188,0,1.050000011920925,1.1682418499999998,0.12179719553527824,2.214686504464722,2
-43572,12188,2,0.81999999284744,0.7120357,0.0,1.5563289367324828,1
-43572,12188,4,0.6200000047683699,0.40327066,0.0,1.0057939272691345,1
-43572,12188,6,0.3600000143051099,0.26458523,0.0,0.7147154542279053,1
-43572,12188,9,0.3000000119209199,0.18388163,0.0,0.5468461111153412,1
-43572,12189,0,1.204999983310695,1.0295204500000001,0.06238412654800418,1.9966567734519958,2
